source_url,source_name,sportsbook,retrieval_timestamp,nfl_week,game_date,player,position,team,opponent,stat_category,line,over_price,under_price
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-28,Saquon Barkley,RB,PHI,CHI,RB rushing yards,75.5,-115,-110
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Chase Brown,RB,CIN,PIT,RB rushing yards,62.5,-114,-110
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Omarion Hampton,RB,LAC,BUF,RB rushing yards,60.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Javonte Williams,RB,DAL,BAL,RB rushing yards,58.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Breece Hall,RB,NYJ,DET,RB rushing yards,56.5,-109,-115
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Bucky Irving,RB,TB,MIN,RB rushing yards,53.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Kyren Williams,RB,LAR,DEN,RB rushing yards,55.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Bhayshul Tuten,RB,JAX,NE,RB rushing yards,52.5,-109,-115
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,TreVeyon Henderson,RB,NE,JAX,RB rushing yards,41.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Lamar Jackson,QB,BAL,DAL,QB rushing yards,38.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Rhamondre Stevenson,RB,NE,JAX,RB rushing yards,38.5,-109,-116
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Josh Allen,QB,BUF,LAC,QB rushing yards,34.5,-115,-109
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Drake Maye,QB,NE,JAX,QB rushing yards,25.5,-116,-108
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-28,Jalen Hurts,QB,PHI,CHI,QB rushing yards,24.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Kyler Murray,QB,MIN,TB,QB rushing yards,21.5,-117,-107
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Justin Herbert,QB,LAC,BUF,QB rushing yards,19.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Baker Mayfield,QB,TB,MIN,QB rushing yards,17.5,-117,-107
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Bo Nix,QB,DEN,LAR,QB rushing yards,17.5,-114,-110
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Trevor Lawrence,QB,JAX,NE,QB rushing yards,15.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Dak Prescott,QB,DAL,BAL,QB rushing yards,13.5,-117,-108
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-24,Jordan Love,QB,GB,ATL,QB rushing yards,7.5,-116,-108
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-24,Michael Penix,QB,ATL,GB,QB rushing yards,3.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Matthew Stafford,QB,LAR,DEN,QB rushing yards,0.5,+136,-172
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,CeeDee Lamb,WR,DAL,BAL,WR receiving yards,85.5,-110,-114
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Ja'Marr Chase,WR,CIN,PIT,WR receiving yards,77.5,-113,-111
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Amon-Ra St. Brown,WR,DET,NYJ,WR receiving yards,76.5,-112,-112
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Zay Flowers,WR,BAL,DAL,WR receiving yards,75.5,-111,-113
https://fantasyteamadvice.com/nfl/gameday-props,FantasyTeamAdvice,DraftKings,2026-09-23T12:55:24-04:00,3,2026-09-27,Justin Jefferson,WR,MIN,TB,WR receiving yards,69.5,-114,-110
